StationID,TimeStamp,magn@var,magn@power,magn@skew,magn@kurt,magn@abs_max,magn@abs_mean,magn@abs_max_top5p,magn@abs_max_top10p,magn@energy_sstd,magn@energy_smax,magn@power_0_5,magn@power_5_10,magn@power_10_15,magn@power_15_20,magn@power_20_25,magn@power_25_30,magn@power_30_35,magn@power_35_40,magn@power_40_60,magn@power_140_160,magn@power_other,magn@frequency_center,magn@mean_square_frequency,magn@variance_frequency,magn@frequency_entropy,magn@level4d_abs_mean,magn@level4d_energy,magn@level4d_energy_smax,magn@level4d_energy_sstd,magn@level5d_abs_mean,magn@level5d_energy,magn@level5d_energy_smax,magn@level5d_energy_sstd,magn@level6a_abs_mean,magn@level6a_energy,magn@level6a_energy_smax,magn@level6a_energy_sstd,magn@level6d_abs_mean,magn@level6d_energy,magn@level6d_energy_smax,magn@level6d_energy_sstd,magn@ulf_abs_mean,magn@ulf_var,magn@ulf_power,magn@ulf_skew,magn@ulf_kurt,magn@ulf_abs_max,magn@ulf_abs_max_top5p,magn@ulf_abs_max_top10p,magn@ulf_energy_sstd,magn@ulf_energy_smax
60157,1608134400,0.03408945,0.034155210000000005,-0.004952774,-1.660088,0.23801959999999997,0.1707232,0.2257944,0.22193179999999998,0.00046150880000000007,0.014399710000000001,6.614017000000001e-05,1.8486718e-07,7.595051000000001e-07,6.725534999999999e-07,3.12636e-07,1.8367695000000001e-07,4.049574999999999e-07,5.0621455e-07,0.01686986,0.0001662049,5.263940999999999e-06,65.30684,50.85452,1.138114e-06,6.2060130000000004,0.0030089490000000003,0.39838699999999994,5.47614e-05,3.395261e-06,0.005998223,1.499524,5.47614e-05,3.395261e-06,0.008309812,2.5316099999999997,5.47614e-05,3.395261e-06,0.0007304102000000001,0.5936412799999999,5.47614e-05,3.395261e-06,0.008111746,3.996198e-06,6.977973e-05,-0.27075970000000005,1.5222228000000002,0.0014438294000000001,-0.005000644,-0.0058307,1.9810570000000003e-06,3.3782489999999996e-05
60157,1608135000,0.03510178,0.035167630000000005,-0.007044425,-1.658694,0.2405323,0.1731365,0.229057,0.22504439999999998,0.0003100155,0.014563780000000002,6.599446e-05,1.5178989e-07,7.219358999999999e-07,6.412518e-07,3.022418e-07,1.7950573000000002e-07,4.6431663e-07,5.80382e-07,0.017374960000000002,0.0001663829,6.335071e-06,65.67354,50.82941,1.17145e-06,6.395253,0.003053044,0.4060589,6.0814310000000006e-05,3.941399000000001e-06,0.0061242020000000005,1.562322,6.0814310000000006e-05,3.941399000000001e-06,0.008318968999999999,2.603003,6.0814310000000006e-05,3.941399000000001e-06,0.0005840436,0.65562949,6.0814310000000006e-05,3.941399000000001e-06,0.008112874,3.292676e-06,6.911213000000001e-05,-0.3289707,0.9285193000000002,-0.0016294521999999998,-0.005302465,-0.0060546589999999996,1.9498890000000005e-06,3.296746e-05
60157,1608135600,0.03423202,0.03429793,-0.0058889960000000005,-1.657447,0.2350574,0.1709298,0.22568169999999999,0.22264409999999996,0.0003253077,0.01423615,6.607037000000001e-05,2.2791370000000004e-07,8.266675e-07,6.834853e-07,3.73374e-07,2.5489736e-07,5.2556437e-07,6.348585e-07,0.01694987,0.0001560701,6.300300999999999e-06,62.80368,50.746700000000004,1.1423861e-06,6.285363000000001,0.003081499,0.4145199,7.151129000000001e-05,4.748004e-06,0.006081157999999999,1.545018,7.151129000000001e-05,4.748004e-06,0.008359749,2.782887,7.151129000000001e-05,4.748004e-06,0.0006392133999999999,0.82138019,7.151129000000001e-05,4.748004e-06,0.008112732,3.4961530000000003e-06,6.931292e-05,-0.387556,0.8773080999999999,-0.0017464394000000002,-0.005257428000000001,-0.006018256,2.0195099999999997e-06,3.3933959999999995e-05
60157,1608136200,0.03306703,0.033132879999999997,-0.019116575,-1.656776,0.23678209999999997,0.167995,0.2208443,0.2167942,0.0004967284,0.014174340000000002,6.635915e-05,2.1089396000000002e-07,5.411169e-07,4.719022e-07,2.641715e-07,2.0355459e-07,4.5317532e-07,6.192011000000001e-07,0.016355540000000005,0.0001622552,1.237375e-05,65.1926,50.81045999999999,1.1032350000000002e-06,6.474252,0.0030176599999999997,0.38940980000000003,5.415138e-05,3.3270389999999997e-06,0.0060024710000000005,1.5000099999999998,5.415138e-05,3.3270389999999997e-06,0.008319505000000001,2.5276009999999998,5.415138e-05,3.3270389999999997e-06,0.0008275596000000002,0.5917779700000001,5.415138e-05,3.3270389999999997e-06,0.008116019999999998,3.35986e-06,6.920055e-05,-0.33578527,2.9365696000000003,0.0026611373000000006,-0.005303945,-0.006109826,2.157486e-06,3.5101509999999997e-05
60157,1608136800,0.033176159999999996,0.033241940000000005,-0.025955530000000004,-1.65697,0.23220709999999997,0.16843840000000002,0.21994429999999995,0.2159315,0.0003278134,0.01391678,6.589298999999999e-05,1.0326786999999999e-07,3.6323e-07,3.6822820000000004e-07,1.8269922999999997e-07,1.4485094e-07,3.7511915e-07,4.4502984000000006e-07,0.01641208,0.0001582454,1.5621646000000002e-05,68.13779,50.8109,1.1076510000000001e-06,6.314843999999999,0.003000919,0.3809047,6.272332e-05,4.004529999999999e-06,0.0059727470000000005,1.477579,6.272332e-05,4.004529999999999e-06,0.008337701,2.645406,6.272332e-05,4.004529999999999e-06,0.0005473274,0.6835491,6.272332e-05,4.004529999999999e-06,0.008107740999999998,1.7906647000000001e-06,6.752687e-05,-0.5447949000000001,4.9925505,-0.0018631184,-0.006167368,-0.006804067,2.039382e-06,3.419334e-05
60157,1608137400,0.024231285999999998,0.024297206,0.006879939999999999,-1.546284,0.18896849,0.13326017,0.18015543,0.17546756000000002,0.00071683437,0.0104501784,6.603363999999999e-05,1.0122195999999999e-07,2.689513e-07,3.3548620000000003e-07,1.837822e-07,2.0011353e-07,4.6195286e-07,5.0415804e-07,0.011944532099999999,0.0001500734,1.883639e-05,71.47391,53.997890000000005,8.0956839e-07,6.606547999999999,0.0024287077,0.28571246999999994,6.193752e-05,3.949177000000001e-06,0.004708676,1.07424476,6.193752e-05,3.949177000000001e-06,0.008311849999999999,2.56464,6.193752e-05,3.949177000000001e-06,0.0004519951999999999,0.61006475,6.193752e-05,3.949177000000001e-06,0.008119146,1.4105591e-06,6.72996e-05,-0.5905853999999999,16.633842999999995,-0.0004147868999999999,-0.006505553,-0.007016991,1.906223e-06,3.33987e-05
60157,1608138000,0.0008684984,0.0009337447,-0.03732523,-1.0130458,0.06018934,0.02590618,0.0364136,0.03146347,5.887513e-05,0.0006105895999999999,6.531140999999999e-05,3.1674739999999994e-08,1.495928e-07,1.853709e-07,5.39542e-08,3.1589239999999996e-08,1.9872596e-07,5.0872899999999996e-08,0.00027061340000000003,0.0001454964,1.7356209999999996e-05,88.68115,76.05440999999999,3.296856e-08,7.365617,0.0006707526,0.02771744,3.205554e-05,1.656193e-06,0.0008351863000000001,0.03528626,3.205554e-05,1.656193e-06,0.008098561,1.979854,3.205554e-05,1.656193e-06,0.0002076283,0.03621817099999999,3.205554e-05,1.656193e-06,0.008077118999999999,9.841257999999998e-07,6.622112000000001e-05,-0.5303689699999999,8.233176,-0.001691285,-0.006667544,-0.0071982389999999995,1.7777429999999999e-06,3.233209e-05
60157,1608138600,0.001392253,0.0014578979999999998,0.14595096800000001,-1.3567999999999998,0.0649895,0.03385952,0.053176619999999994,0.043238809999999996,5.20407e-05,0.0006959035000000001,6.575242999999999e-05,4.519499e-08,1.8660479999999998e-07,2.2869348000000002e-07,6.285999000000001e-08,2.9500600000000005e-08,1.7636417e-07,4.603914e-08,0.000537575,0.0001397868,1.787716e-05,81.91712,65.81578,5.0463060000000006e-08,7.1367329999999995,0.0007695397000000001,0.03480345,3.202874e-05,1.6831250000000003e-06,0.001153405,0.06208108999999999,3.202874e-05,1.6831250000000003e-06,0.008141470000000001,2.0171400000000004,3.202874e-05,1.6831250000000003e-06,0.00030634889999999994,0.060741949,3.202874e-05,1.6831250000000003e-06,0.008102948999999998,1.2500673e-06,6.690869e-05,-0.47397377,7.118492999999999,-0.0019556350000000003,-0.006560542,-0.007144533,1.8232450000000002e-06,3.226558e-05
60157,1608139200,0.0024585910000000004,0.002524616,-0.0135679938,-1.6550160000000003,0.08182749,0.04645592,0.060339359999999995,0.05205158000000001,7.051310999999999e-05,0.0011741558,6.619369e-05,5.073558000000001e-08,1.7298602000000003e-07,2.299802e-07,7.07634e-08,5.262371e-08,3.0571738999999997e-07,1.0779568000000001e-07,0.0010734482,0.0001368931,1.779437e-05,75.64545999999999,58.97759,8.587012e-08,7.132432999999999,0.0009514649,0.04903943000000001,3.388500999999999e-05,1.932428e-06,0.00155675,0.10631110000000002,3.388500999999999e-05,1.932428e-06,0.008155782,2.0169309999999996,3.388500999999999e-05,1.932428e-06,0.0003258976,0.04655100000000001,3.388500999999999e-05,1.932428e-06,0.008126504000000001,1.3291957e-06,6.736078999999999e-05,-0.6065086,8.262384999999998,0.0003253679,-0.006512675,-0.007032821999999999,2.1049490000000002e-06,3.422601e-05
60157,1608139800,0.001508573,0.0015746489999999998,-0.127895956,-1.291394,0.059776819999999994,0.03477535,0.04758896,0.04102625000000001,6.565753e-05,0.0007365531999999999,6.622176000000001e-05,4.5491069999999996e-08,1.765826e-07,2.0484176e-07,5.767905e-08,2.820199e-08,1.8170303999999998e-07,3.9407829999999997e-08,0.0006065372,0.0001311038,1.5764529999999997e-05,82.72743,63.49785999999999,5.4392249999999995e-08,7.256935,0.0007876611000000001,0.03407466,3.3525350000000006e-05,1.9137409999999996e-06,0.0012024789999999998,0.06616686000000001,3.3525350000000006e-05,1.9137409999999996e-06,0.008156364,2.013879,3.3525350000000006e-05,1.9137409999999996e-06,0.0002925397,0.038187444,3.3525350000000006e-05,1.9137409999999996e-06,0.008123754,1.2969172000000002e-06,6.729317e-05,-0.49254250000000005,5.386844000000001,-0.0019168030000000003,-0.006440553,-0.007016474,1.9826189999999998e-06,3.3949959999999996e-05
