StationID,TimeStamp,sound@var,sound@power,sound@skew,sound@kurt,sound@abs_max,sound@abs_mean,sound@abs_max_top5p,sound@abs_max_top10p,sound@energy_sstd,sound@energy_smax,sound@s_zero_rate,sound@s_zero_rate_max,sound@power_0_5,sound@power_5_10,sound@power_10_15,sound@power_15_20,sound@power_20_25,sound@power_25_30,sound@power_30_35,sound@power_35_40,sound@power_40_60,sound@power_140_160,sound@power_other,sound@frequency_center,sound@mean_square_frequency,sound@variance_frequency,sound@frequency_entropy,sound@level4d_abs_mean,sound@level4d_energy,sound@level4d_energy_smax,sound@level4d_energy_sstd,sound@level5d_abs_mean,sound@level5d_energy,sound@level5d_energy_smax,sound@level5d_energy_sstd,sound@level6a_abs_mean,sound@level6a_energy,sound@level6a_energy_smax,sound@level6a_energy_sstd,sound@level6d_abs_mean,sound@level6d_energy,sound@level6d_energy_smax,sound@level6d_energy_sstd,sound@mean
128,1609142400,4.27871e-05,4.27871e-05,0.0267087,12.9292,0.0905199,0.00479646,0.00967236,0.00736545,1.75506e-05,0.000154104,22.5606,92.0,1.12161e-06,1.58776e-06,8.86966e-07,6.68063e-07,5.70688e-07,4.61972e-07,3.98789e-07,4.40996e-07,1.08718e-06,3.90283e-07,1.37792e-05,120.391,125.001,7.04693e-10,9.26115,0.00142646,0.0987347,1.99225e-06,4.60837e-07,0.00136186,0.0910834,1.99225e-06,4.60837e-07,0.000826213,0.0360451,1.99225e-06,4.60837e-07,0.00133402,0.0855757,1.99225e-06,4.60837e-07,1.76551
128,1609143000,7.45841e-05,7.45841e-05,0.09684219999999999,7.90397,0.0973397,0.00616592,0.012996665,0.00975157,2.90201e-05,0.00027224599999999997,44.7924,102.5,1.22283e-06,1.5139800000000001e-06,1.023133e-06,7.382135e-07,5.84834e-07,4.3850899999999995e-07,3.97947e-07,3.402095e-07,1.255765e-06,5.73099e-07,2.92035e-05,118.6315,114.36500000000001,1.7245005000000001e-09,9.184355,0.0014773450000000001,0.1061265,3.734895e-06,6.032560000000001e-07,0.001366605,0.09065585000000001,3.734895e-06,6.032560000000001e-07,0.000930111,0.043378799999999995,3.734895e-06,6.032560000000001e-07,0.00127419,0.08092395,3.734895e-06,6.032560000000001e-07,1.80014
128,1609146000,6.589912e-05,6.589912e-05,0.050014779999999995,7.8816820000000005,0.08161856,0.005840702,0.012287957999999998,0.009097734,3.0427343999999996e-05,0.00024344946,39.8789,125.6,1.146862e-06,1.5461899999999998e-06,9.924371999999999e-07,7.487384e-07,5.870598e-07,4.596412e-07,3.824346e-07,3.75563e-07,1.1160259999999999e-06,5.450054000000001e-07,2.5049099999999997e-05,118.48499999999999,114.41659999999999,1.4027938e-09,9.224108,0.0014584859999999997,0.10454436,2.243372e-06,4.533564e-07,0.001368874,0.09259016,2.243372e-06,4.533564e-07,0.0008748580000000001,0.04000064,2.243372e-06,4.533564e-07,0.001328734,0.08723242,2.243372e-06,4.533564e-07,2.085892
128,1609146600,0.00010808318,0.00010808319999999999,0.015272725600000004,48.553596999999996,0.14385151999999998,0.004987833999999999,0.009681652000000002,0.007429089999999999,0.00025563250799999997,0.0027081171,22.91696,70.4,1.165042e-06,1.605436e-06,9.979614e-07,7.624524e-07,5.693856e-07,4.894436e-07,4.181486000000001e-07,3.6190779999999995e-07,1.1391939999999999e-06,4.2625319999999996e-07,4.6106414e-05,124.4712,124.84552,2.527669e-09,9.185936000000002,0.001455882,0.1033936,2.327268e-06,4.5624279999999995e-07,0.0014213359999999998,0.09808486000000001,2.327268e-06,4.5624279999999995e-07,0.0008666218,0.03732486,2.327268e-06,4.5624279999999995e-07,0.001306842,0.0848586,2.327268e-06,4.5624279999999995e-07,2.1058440000000003
128,1609147200,7.4519475e-05,7.4519475e-05,0.00185146,11.327260500000001,0.09036612499999999,0.006145465000000001,0.012419320000000001,0.009487994999999999,3.82287675e-05,0.00033351990000000004,44.424725,106.5,1.151841e-06,1.6124775e-06,9.7180725e-07,7.0386425e-07,5.769045e-07,4.69929e-07,3.947095e-07,3.8450950000000003e-07,1.1961275e-06,4.6490200000000004e-07,2.9332525e-05,133.6825,159.62025,1.4545805e-09,9.195605,0.0014285075,0.100778,3.3968325e-06,5.479005e-07,0.00139058,0.096337975,3.3968325e-06,5.479005e-07,0.00090522275,0.04307645,3.3968325e-06,5.479005e-07,0.0012992925,0.08438055,3.3968325e-06,5.479005e-07,2.1362725
128,1609147800,4.8217099999999996e-05,4.8217099999999996e-05,0.014440952000000002,8.3058086,0.07284747999999999,0.005188322,0.010647076000000002,0.008126555999999998,2.0631876000000002e-05,0.00019914135999999998,30.006939999999997,87.4,1.1856020000000002e-06,1.563842e-06,9.89899e-07,7.480365999999999e-07,5.680194e-07,4.977424e-07,4.0214860000000004e-07,3.5520459999999996e-07,1.116888e-06,4.069526e-07,1.6273944e-05,122.7118,130.4018,8.280232000000002e-10,9.251354,0.0014630420000000001,0.10399204,2.829418e-06,4.952316e-07,0.001385592,0.09313366,2.829418e-06,4.952316e-07,0.0008770946,0.03856632,2.829418e-06,4.952316e-07,0.001314552,0.08596606,2.829418e-06,4.952316e-07,2.165844
128,1609148400,4.907916666666666e-05,4.907916666666666e-05,0.0055814633333333315,5.234561666666667,0.07113133333333334,0.005274400000000001,0.010874833333333334,0.00828605,1.6620443333333332e-05,0.00014797486666666667,31.6782,91.0,1.1548766666666666e-06,1.66335e-06,1.0024136666666665e-06,7.18203e-07,5.675953333333334e-07,4.63445e-07,4.0562433333333335e-07,3.613123333333333e-07,1.14571e-06,3.3571000000000003e-07,1.6721236666666667e-05,122.07066666666667,134.68566666666666,8.677686666666666e-10,9.234683333333335,0.0014327333333333334,0.10067036666666666,2.3182533333333328e-06,4.4575766666666675e-07,0.0014094133333333334,0.09765436666666666,2.3182533333333328e-06,4.4575766666666675e-07,0.000857836,0.0391308,2.3182533333333328e-06,4.4575766666666675e-07,0.0013549766666666665,0.0922814,2.3182533333333328e-06,4.4575766666666675e-07,2.1817966666666666
128,1609149000,5.257970000000001e-05,5.257970000000001e-05,-0.0660033,19.454138999999998,0.10623819999999999,0.0048359200000000005,0.00996053,0.0073079849999999995,2.0611935e-05,0.0001382615,23.4429,123.5,1.287785e-06,1.51585e-06,9.157880000000001e-07,8.165445e-07,5.436985e-07,4.902525000000001e-07,3.977055e-07,3.569295e-07,1.27661e-06,6.39418e-07,1.8047515e-05,118.8715,114.21785,8.518635000000001e-10,9.27938,0.001473875,0.104803,2.9212150000000003e-06,5.19501e-07,0.00133782,0.08821265,2.9212150000000003e-06,5.19501e-07,0.0009226455,0.042775099999999996,2.9212150000000003e-06,5.19501e-07,0.00134021,0.08676415,2.9212150000000003e-06,5.19501e-07,2.205035
128,1609149600,4.4360679999999996e-05,4.4360679999999996e-05,0.01001484,3.1429349474,0.050448169999999994,0.005073172,0.010490129999999999,0.008052999,1.0452118e-05,8.784405e-05,29.105550000000004,72.0,1.186936e-06,1.574134e-06,1.0182095000000002e-06,7.540608e-07,5.560690000000001e-07,4.757615e-07,3.9519919999999995e-07,3.620808e-07,1.1013119999999998e-06,3.575024e-07,1.4399015e-05,120.3205,125.34144999999998,7.568152999999999e-10,9.253201,0.00144339,0.10176073999999999,2.5208380000000003e-06,4.708228e-07,0.0014162299999999997,0.09746598,2.5208380000000003e-06,4.708228e-07,0.0009007723000000001,0.040496559999999994,2.5208380000000003e-06,4.708228e-07,0.001316567,0.08495395,2.5208380000000003e-06,4.708228e-07,2.2276149999999997
128,1609150200,4.411598e-05,4.411599e-05,0.021648639000000004,10.9135922,0.062499820000000005,0.005044024,0.010341286000000002,0.007950493,1.4656042000000002e-05,0.00012366508000000002,28.702410000000004,83.2,1.189878e-06,1.641239e-06,9.599364e-07,7.349626999999999e-07,5.674036e-07,4.770438e-07,4.055378e-07,3.7328129999999997e-07,1.098939e-06,3.993119e-07,1.4210287999999999e-05,122.905,132.63688999999997,7.265879e-10,9.256744999999999,0.001441264,0.10231927999999998,2.9096790000000003e-06,4.917276e-07,0.001390655,0.09439857,2.9096790000000003e-06,4.917276e-07,0.0008877192000000001,0.04080738,2.9096790000000003e-06,4.917276e-07,0.0013418380000000001,0.08910894999999999,2.9096790000000003e-06,4.917276e-07,2.2487980000000003
