,Day,average_day_max_mean_magn,average_day_min_mean_magn,average_day_mean_max_magn,average_day_mean_min_magn,average_mean_magn,average_max_magn,average_min_magn,average_max_min_magn,average_lastday_mean_magn,average_lastday_max_magn,average_lastday_min_magn,average_lastday_max_min_magn,diff_1_day_max_mean_magn,diff_1_day_min_mean_magn,diff_1_day_mean_max_magn,diff_1_day_mean_min_magn,diff_1_mean_magn,diff_1_max_magn,diff_1_min_magn,diff_1_max_min_magn,diff_1_lastday_mean_magn,diff_1_lastday_max_magn,diff_1_lastday_min_magn,diff_1_lastday_max_min_magn,average_day_max_mean_sound,average_day_min_mean_sound,average_day_mean_max_sound,average_day_mean_min_sound,average_mean_sound,average_max_sound,average_min_sound,average_max_min_sound,average_lastday_mean_sound,average_lastday_max_sound,average_lastday_min_sound,average_lastday_max_min_sound,diff_1_day_max_mean_sound,diff_1_day_min_mean_sound,diff_1_day_mean_max_sound,diff_1_day_mean_min_sound,diff_1_mean_sound,diff_1_max_sound,diff_1_min_sound,diff_1_max_min_sound,diff_1_lastday_mean_sound,diff_1_lastday_max_sound,diff_1_lastday_min_sound,diff_1_lastday_max_min_sound,label_M,label_long,label_lati
0,105,8.102210622268787,-1.2830799491597857,3.956874733232247,3.291232221475136,3.6000427100826577,8.107259193697356,-1.6976888063026427,9.804948,3.291232221475136,8.107259193697356,-1.6976888063026427,9.804948,6.370602857142856,-6.250990000000001,0.0028820000000000057,-0.0036904884259259343,-0.0007689635882158243,7.45713,-6.8095,14.26663,-0.0036904884259259343,6.619879999999998,-6.416439999999999,13.036319999999996,0.4084210967579843,-0.034713207670587144,0.16564649616605304,-0.021587507833946945,0.08692130441476281,0.5939698396151272,-0.035103450384872864,0.62907329,0.15722692091142335,0.5571158396151271,-0.034384060384872864,0.5914999,0.09893636142857143,-0.02700837857142857,0.0012692561643518523,-9.147377314814815e-05,0.00018082031767041666,0.5070254,-0.06086499999999995,0.5678903999999999,3.592099537037026e-05,0.026287999999999978,-0.019994999999999985,0.04628299999999996,0,-1,-1
1,112,8.095169193697359,-1.6810108063026428,3.4659966912097944,2.8289035486857554,3.2313042633252094,8.100049193697357,-1.7039298063026427,9.803979,3.237777964530689,8.094229193697357,-1.6880898063026428,9.782319,5.451577142857141,-5.880494285714287,0.004761617169373553,-0.005843902552204162,0.00044550820328131453,7.056620000000001,-6.947529999999999,14.00415,0.0004371736111111047,5.2245599999999985,-6.741620000000001,11.96618,0.5715584110436988,-0.028822834670587154,0.20281457660586777,0.1748960257725346,0.19136484240647683,0.6033428396151272,-0.03446546038487286,0.6378083000000001,0.20281457660586777,0.6033428396151272,-0.02788720038487286,0.6312300400000002,0.10558412857142856,-0.10529231428571428,0.0008877512865497072,-0.0005884298979591836,6.970920304365244e-05,0.1336981,-0.14517349999999998,0.2788716,1.7266898148148923e-06,0.11615279999999997,-0.1250596,0.24121239999999997,0,-1,-1
2,119,8.064319193697358,-1.6506456634454998,2.810222288824968,0.9074078054620635,1.9151283516668267,8.093349193697357,-1.6846858063026426,9.778035,1.3143837724010599,7.967609193697356,-1.6753648063026427,9.642973999999999,5.717618571428568,-5.6961971428571445,0.013881966329966326,-0.02712569302325584,-0.0014561441249556272,6.81737,-7.12909,13.94646,0.008671803240740742,4.0321799999999985,-3.682920000000001,7.7151,0.75734798247227,-0.02784704609915858,0.23402496334197861,0.18695044247707993,0.21186395484562348,0.9095998396151272,-0.02797052038487286,0.9375703600000002,0.23402496334197861,0.9095998396151272,-0.02790830038487286,0.9375081400000002,0.18947252857142857,-0.18042548571428577,0.0003173459860788874,-8.238540603248249e-05,7.003013829787262e-05,0.2772040000000001,-0.276701,0.5539050000000001,0.00014080442129629623,0.25081600000000004,-0.276701,0.527517,0,-1,-1
3,126,7.888616336554501,-1.677900306302643,1.6953998526300713,1.2413231194514158,1.4460277154004773,8.070489193697357,-1.7102343063026428,9.7807235,1.6437170150430662,8.070489193697357,-1.6954198063026427,9.765909,4.723049999999996,-4.55010285714286,0.0009298097447795826,-0.006269484918793503,-0.0014403558648111345,5.363209999999999,-6.6585399999999995,12.021749999999997,-0.000527074245939674,4.40444,-3.89577,8.30021,1.0078001253294127,-0.027931611813444297,0.29210722318821286,0.2453905153674419,0.2661355536452494,1.096089839615127,-0.02812056038487286,1.1242104,0.29210722318821286,1.096089839615127,-0.027868180384872862,1.12395802,0.2874654285714285,-0.2975384285714287,0.00012080810185185169,3.970324825985849e-06,5.8941168487255435e-05,0.33758199999999994,-0.3333729999999998,0.6709549999999997,0.00012070290023201876,0.33758199999999994,-0.3333729999999998,0.6709549999999997,4.9,103.36,27.07
4,133,8.080450622268787,-1.6802670920169287,2.5486794043455046,1.5114195974096527,2.182417759878688,8.105349193697357,-1.6995808063026427,9.80493,2.5486794043455046,8.105349193697357,-1.6893258063026428,9.794675,4.325912857142853,-4.573090000000001,0.015534883990719242,-0.00902653472222222,0.0009232700198544011,5.7874099999999995,-6.630030000000001,12.417440000000001,0.0006197986111111119,3.2313999999999985,-3.3018999999999994,6.533299999999998,1.0841555539008414,-0.02802003181344429,0.32600674982345984,0.26943054130494176,0.29796605696301115,1.1811498396151272,-0.02813436038487286,1.2092842000000001,0.27052438028642367,0.9077658396151272,-0.02793660038487286,0.9357024400000001,0.2111518999999999,-0.1945138571428573,0.0003178670370370374,-0.0006625148842592598,-7.711927910052907e-05,0.3394539999999999,-0.3061759999999999,0.6456299999999998,-4.764289351851837e-05,0.06600799999999996,-0.034640000000000004,0.10064799999999996,0,-1,-1
5,140,8.066083479411647,-1.6634891634455002,2.3877333233269855,1.7897727760639466,2.1617243517053,8.083459193697356,-1.7174253063026428,9.800884499999999,2.0699463673084675,8.080799193697358,-1.6465878063026427,9.727387,4.236045714285711,-4.58954,0.00322987037037037,-0.0032213935185185145,-0.000245548643282594,5.328759999999999,-5.6549,10.983659999999999,-0.002627824074074076,3.573679999999999,-4.03097,7.6046499999999995,0.9287144110436987,-0.02805730609915858,0.3033446446382755,0.2637765392679047,0.28187114859958023,1.002849839615127,-0.02824826038487286,1.0310981,0.3033446446382755,1.002849839615127,-0.02815250038487286,1.03100234,0.04613072857142845,-0.033337757142857395,0.00011327405092592598,-3.232631944444454e-05,3.959661925239843e-05,0.07324599999999981,-0.04709600000000014,0.12034199999999995,2.62352314814812e-05,0.05141999999999991,-0.02782399999999996,0.07924399999999987,0,-1,-1
6,147,7.964276336554505,-1.3681252348740718,3.4569022792430792,1.5705813511047642,2.3326920956751493,8.080649193697358,-1.6975658063026426,9.778215000000001,2.685794458198517,8.076749193697356,-1.6975658063026426,9.774315,4.406415714285711,-4.122045714285715,0.005990855457227136,-0.0036352870370370384,0.001103425399028452,5.133499999999999,-5.813690000000001,10.947189999999999,0.001172505800464037,3.636419999999999,-3.397850000000001,7.034269999999999,1.145341268186556,-0.02809926609915858,0.5004701294924276,0.3102275554716086,0.3798987116614868,1.2033798396151272,-0.02823656038487286,1.2316164,0.3545979777589791,1.1371898396151272,-0.02796970038487286,1.16515954,0.07364771428571416,-0.05249841428571445,0.00030515824074074026,-6.88907493540053e-05,4.534308583846416e-05,0.1341439999999997,-0.07710999999999979,0.2112539999999995,-6.104262180974477e-05,0.1341439999999997,-0.07710999999999979,0.2112539999999995,0,-1,-1
7,154,8.096850622268791,-1.1878712348740716,3.126622647401062,1.554474117084454,2.4729382879947823,8.113989193697357,-1.6215058063026428,9.735495,1.867201469887833,8.103089193697356,-0.9083338063026428,9.011422999999999,6.075302857142854,-6.694660000000002,0.016558778625954205,-0.022964620967741947,0.0009443384271338052,8.06136,-7.933650000000001,15.99501,0.0014834285714285733,7.158819999999999,-6.67333,13.832149999999999,1.2837412681865554,-0.029121481813444306,0.41582601023548044,0.19035285808333482,0.33704120044496577,1.498969839615127,-0.03562016038487286,1.53459,0.19035285808333482,1.275859839615127,-0.028364490384872862,1.3042243299999998,0.12512499999999985,-0.14505428571428589,0.0004502694147582703,-0.000390539465648855,3.0869692082111515e-05,0.3299399999999999,-0.33238999999999996,0.6623299999999999,-0.0002212160982658964,0.04336999999999991,-0.04879000000000011,0.09216000000000002,0,-1,-1
8,161,8.101104907983077,-0.5666810920169291,2.9688209298084693,2.169809325195829,2.4919277574816054,8.111729193697357,-0.9941458063026427,9.105875,2.301793271391589,8.094129193697357,-0.8951478063026428,8.989277,6.743075714285712,-6.216380000000001,0.0031220802005012594,-0.003326828703703714,0.00012815068493150916,8.46375,-7.971949999999998,16.435699999999997,0.0031220802005012594,7.81887,-7.388329999999999,15.2072,0.8266954967579844,-0.02839301895630145,0.3033937641984604,-0.0217025125889545,0.16674895868468406,1.9618798396151271,-0.029243590384872863,1.99112343,0.27423526304012713,1.0956898396151271,-0.02810496038487286,1.1237948,0.22075949999999997,-0.15748772857142876,0.001884303501945526,-0.0014926582407407405,-4.782108401083991e-05,0.44677999999999995,-0.4201119999999998,0.8668919999999998,0.00011040872500000008,0.355819,-0.4201119999999998,0.7759309999999998,4.5,103.4,27.09
9,168,8.098029193697366,-0.6614649491597862,2.895051300178838,2.446880471475134,2.668067472358724,8.108169193697357,-1.0796718063026427,9.187840999999999,2.543482434996662,8.104689193697357,-1.0796718063026427,9.184360999999999,7.800744285714283,-7.4048700000000025,0.002961763341067291,-0.0025565501165501327,-0.00046883035122597424,8.013169999999999,-7.560169999999999,15.573339999999998,0.002961763341067291,7.87494,-7.4232,15.29814,1.0903655539008417,-0.028210354670587166,0.2907637410040164,0.28053052660586747,0.28585060402055934,1.120219839615127,-0.028414860384872863,1.1486347,0.28755208321141484,1.0978298396151271,-0.02812077038487286,1.12595061,0.30823542857142844,-0.37224228571428586,6.547006960556795e-05,-6.4242546296296e-05,2.369509771447411e-06,0.37210999999999983,-0.41274599999999984,0.7848559999999997,6.547006960556795e-05,0.34946199999999994,-0.3399639999999998,0.6894259999999998,0,-1,-1
