,Day,average_day_max_mean_magn,average_day_min_mean_magn,average_day_mean_max_magn,average_day_mean_min_magn,average_mean_magn,average_max_magn,average_min_magn,average_max_min_magn,average_lastday_mean_magn,average_lastday_max_magn,average_lastday_min_magn,average_lastday_max_min_magn,diff_1_day_max_mean_magn,diff_1_day_min_mean_magn,diff_1_day_mean_max_magn,diff_1_day_mean_min_magn,diff_1_mean_magn,diff_1_max_magn,diff_1_min_magn,diff_1_max_min_magn,diff_1_lastday_mean_magn,diff_1_lastday_max_magn,diff_1_lastday_min_magn,diff_1_lastday_max_min_magn,average_day_max_mean_sound,average_day_min_mean_sound,average_day_mean_max_sound,average_day_mean_min_sound,average_mean_sound,average_max_sound,average_min_sound,average_max_min_sound,average_lastday_mean_sound,average_lastday_max_sound,average_lastday_min_sound,average_lastday_max_min_sound,diff_1_day_max_mean_sound,diff_1_day_min_mean_sound,diff_1_day_mean_max_sound,diff_1_day_mean_min_sound,diff_1_mean_sound,diff_1_max_sound,diff_1_min_sound,diff_1_max_min_sound,diff_1_lastday_mean_sound,diff_1_lastday_max_sound,diff_1_lastday_min_sound,diff_1_lastday_max_min_sound,label_M,label_long,label_lati
0,105,7.589312334035262,-1.7022609516790237,2.051413700602722,0.6507963429638333,1.387529697916665,7.852090905463834,-1.7874030945361663,9.639494000000001,0.9694587242791648,7.803240905463834,-1.7420010945361661,9.545242,2.70739142857143,-2.9702185714285716,0.007916665505226479,-0.006732076388888888,-0.0006631400198609733,4.844280000000001,-5.40912,10.253400000000001,0.007916665505226479,3.2686400000000013,-3.1516800000000007,6.420320000000002,-0.09131103933943442,-0.09261181362514874,-0.09193709803239082,-0.09201843364002964,-0.09198102683145844,-0.09119451791086303,-0.09261888791086302,0.0014243699999999943,-0.09193709803239082,-0.09119451791086303,-0.09261888791086302,0.0014243699999999943,4.481142857143009e-05,-4.7528571428572174e-05,2.0864583333332902e-07,-1.819444444445686e-08,1.0167741935484095e-07,6.628000000000189e-05,-7.640000000000424e-05,0.00014268000000000614,9.65625000000108e-08,4.078999999999888e-05,-3.961000000000936e-05,8.040000000000824e-05,0,-1,-1
1,112,5.989336619749549,-1.7903305231075952,1.2536682584050103,0.667802568385182,0.8831591528927529,7.843980905463834,-1.8949120945361662,9.738893000000001,1.204849540842895,7.843980905463834,-1.7952930945361663,9.639274,2.4168214285714287,-2.1393914285714293,0.00874982170542636,-0.01961771428571429,0.0010248941318814276,5.874870000000001,-6.466220000000002,12.341090000000003,0.008555494584837552,4.023630000000001,-2.1919400000000007,6.215570000000001,-0.05229053933943443,-0.08169988505372018,-0.06592306061919637,-0.0783728611338595,-0.06878303885737738,-0.044140167910863025,-0.09261948791086302,0.04847932,-0.06592306061919637,-0.044140167910863025,-0.07989216791086302,0.035752,0.008730105714285712,-0.003879357142857142,0.00017112062717770032,-3.0982456140351916e-06,3.041737980769231e-05,0.03209314,-0.018873699999999993,0.05096683999999999,1.4815972222222295e-06,0.02200139999999999,-0.018873699999999993,0.040875099999999984,3.6,103.61,30.1
2,119,4.229358048320979,-1.1174605231075951,3.7097773637971687,0.45368797914804465,1.0599181343134982,4.715490905463833,-1.8671180945361663,6.582608999999999,0.45368797914804465,3.615480905463834,-1.7787650945361662,5.394246,0.4680585714285715,-0.5978728571428571,0.006422792452830189,-0.006757147208121829,-0.000342178332318929,0.5939999999999999,-1.4695800000000006,2.0635800000000004,0.002565999999999998,0.34963999999999995,-0.2903199999999999,0.6399599999999999,-0.052862253625148695,-0.07995513933943445,-0.0665764342303075,-0.0669106745080853,-0.06673940813402987,-0.05256626791086302,-0.08001506791086302,0.027448800000000002,-0.0669106745080853,-0.05319166791086302,-0.07999276791086303,0.026801100000000008,0.0005697142857142865,-0.0006421999999999996,1.2746527777778093e-06,-2.6093750000000317e-06,-5.256110520722723e-07,0.0006538999999999989,-0.0007443999999999854,0.0013982999999999843,-2.6093750000000317e-06,0.0005152000000000004,-0.0006632999999999986,0.001178499999999999,0,-1,-1
3,126,4.285308048320978,-1.098254608821881,3.2238461137971677,0.1336192096450194,0.987622330674421,5.140740905463833,-2.024099694536166,7.164840599999999,3.2238461137971677,5.140740905463833,0.9141109054638337,4.226629999999999,1.0024642857142854,-1.0393514285714287,0.007349166666666666,-0.00718242232142857,7.225174488568019e-05,1.4587400000000006,-1.7438600000000006,3.2026000000000012,0.0005559027777777774,1.14847,-1.01579,2.16426,-0.049954210768005845,-0.07998652505372018,-0.061450098119196356,-0.06730448578158546,-0.06574250876513428,-0.04153946791086303,-0.08000546791086302,0.03846599999999999,-0.061450098119196356,-0.04153946791086303,-0.07997906791086302,0.0384396,0.0008006428571428569,-0.0005611857142857137,1.781330798479087e-05,-1.755208333333378e-06,6.1883417085427175e-06,0.0017875000000000044,-0.000724499999999996,0.0025120000000000003,9.765277777777777e-06,0.0007386999999999949,-0.000724499999999996,0.001463199999999991,0,-1,-1
4,133,5.833780905463835,1.467380905463833,4.8264681971305,3.0685136137971663,3.671621421336849,7.8404709054638335,0.8419109054638336,6.9985599999999994,4.14263291935272,5.945180905463834,2.3686309054638337,3.5765500000000006,1.4823999999999997,-1.5085228571428573,0.01392159722222222,-0.011822222222222225,-0.0012328571428571427,1.9846599999999999,-2.02397,4.00863,-0.010615138888888894,1.3486899999999995,-1.4561000000000006,2.80479,-0.03517165362514871,-0.0800028107680059,-0.056348882494196374,-0.06006727450808521,-0.058202764934672656,-0.031391067910863026,-0.08007476791086303,0.0486837,-0.056348882494196374,-0.031391067910863026,-0.08002906791086302,0.048637999999999994,0.0010165285714285707,-0.0009661999999999994,7.333333333333319e-06,3.118402777777798e-06,5.257986111111112e-06,0.0015996999999999956,-0.002182500000000004,0.0037821999999999995,5.435763888888928e-06,0.0007039999999999963,-0.0006620999999999988,0.001366099999999995,0,-1,-1
5,140,5.847606619749549,1.1997637626066902,3.3713725721305,2.2060536137971685,2.7340391161994186,7.851510905463835,0.5691709054638339,7.282340000000001,3.1112800721305,7.822370905463833,0.9000509054638339,6.922319999999999,3.020907142857143,-2.9775457142857147,0.015658819444444444,-0.006584305555555555,0.00205094433399602,6.428230000000001,-6.135390000000001,12.563620000000002,0.015658819444444444,4.8787600000000015,-5.071769999999999,9.95053,-0.029034439339434427,-0.07999536791086304,-0.054629951477296615,-0.055671406105307436,-0.055152454057834234,-0.027627067910863015,-0.08002556791086302,0.0523985,-0.05493788423030747,-0.02920486791086302,-0.07998396791086303,0.05077910000000001,0.001042985714285716,-0.001164071428571428,5.62604166666666e-06,-1.6600694444444277e-06,7.647467725918562e-07,0.0011987999999999999,-0.0013269999999999949,0.0025257999999999947,7.562500000000143e-07,0.0009281000000000011,-0.0013114000000000042,0.0022395000000000054,0,-1,-1
6,147,6.879102334035265,0.15081590546383322,3.4400881971305,0.9181838950471661,2.1354773882751426,7.852260905463835,-1.9382310945361663,9.790492,0.9181838950471661,7.852260905463835,-1.9382310945361663,9.790492,3.996277142857145,-4.233381428571429,0.007922777777777779,-0.014246527777777775,-0.0004859888464476664,5.42305,-6.655149999999999,12.078199999999999,0.0008927430555555623,5.0783200000000015,-5.245569999999999,10.32389,-0.028308925053720152,-0.0799493250537202,-0.05441006166086301,-0.06202398735530744,-0.0566879846782347,-0.004701867910863022,-0.07999036791086303,0.07528850000000001,-0.06202398735530744,-0.04037376791086302,-0.07995966791086302,0.0395859,0.0045686142857142824,-0.0033326714285714268,5.423958333333322e-06,-4.1864236111111095e-05,-8.174521651560923e-06,0.021940199999999993,-0.013599,0.03553919999999999,-1.0541666666666632e-05,0.004388400000000001,-0.003156199999999998,0.0075445999999999985,4.0,103.38,31.02
7,154,6.411209476892408,-1.4125456231075955,1.9538499439253723,0.4925985675783702,1.0207449230746701,7.804430905463834,-1.9963872945361663,9.8008182,1.163973562755502,7.802930905463835,-1.9865575945361662,9.789488500000001,3.119388571428573,-3.588238571428572,0.006371641025641023,-0.008424995594713654,-0.00053157604679803,5.045120000000001,-6.29474,11.339860000000002,0.0016120642361111116,3.41653,-3.9851700000000014,7.401700000000002,-0.053409867910863,-0.08038023933943449,-0.06354194256364082,-0.07973773231764265,-0.06647595105792177,-0.04594786791086302,-0.08147446791086302,0.0355266,-0.06714001964697411,-0.05185506791086302,-0.08147186791086303,0.029616800000000006,0.0015513857142857124,-0.0015064285714285702,2.516666666666707e-06,-1.5359375000000013e-05,-4.343705882352939e-06,0.003731100000000001,-0.0025300000000000045,0.0062611000000000055,2.516666666666707e-06,0.0012013000000000024,-0.001156299999999999,0.0023576000000000014,0,-1,-1
8,161,6.94701804832098,-2.0124008945361673,1.9595238930785128,0.9661595297693899,1.3586762719919,7.851770905463834,-2.0193982945361664,9.8711692,1.0747622919299982,5.769240905463834,-2.0193982945361664,7.7886392,3.006644714285716,-3.286324571428571,0.007344534027777782,-0.009577275229357805,0.0003883317567567564,5.017863,-5.186912,10.204775000000001,0.001345615789473682,1.69814,-2.4116199999999997,4.10976,-0.054791682196577304,-0.08145275362514874,-0.0676492345775297,-0.06980820212138937,-0.06859248651793155,-0.052247567910863026,-0.08169296791086303,0.029445400000000004,-0.06980820212138937,-0.05754066791086302,-0.08154066791086302,0.024,0.0024611428571428592,-0.002328185714285715,2.3135416666666722e-06,-1.0277430555555608e-05,-3.6199064449064505e-06,0.00640410000000001,-0.0062772000000000105,0.01268130000000002,-5.455639097744333e-06,0.0018912000000000095,-0.0018359999999999904,0.0037272,0,-1,-1
9,168,7.354885191178123,-1.9980010659647387,2.869452865186055,1.1772471978249448,1.7256691994558908,7.858640905463833,-2.021148394536166,9.879789299999999,2.63291877351939,7.858640905463833,-1.9210440945361662,9.779684999999999,3.3635110000000017,-3.2503214285714277,0.009172635416666665,-0.0038251843749999986,0.0014663685203575,5.117297,-4.72668,9.843976999999999,-0.0017137048611111118,2.2309599999999996,-2.0968799999999987,4.327839999999998,-0.058344682196577305,-0.08145393933943447,-0.06961367867475188,-0.0705914182580852,-0.07009992729831313,-0.05692636791086302,-0.08164106791086302,0.0247147,-0.06961367867475188,-0.05782616791086302,-0.08121136791086303,0.02338520000000001,0.0026150428571428547,-0.0033122571428571396,8.622916666666631e-06,-5.183972125435507e-06,1.2166334661354552e-06,0.005115599999999998,-0.007277599999999995,0.012393199999999993,8.622916666666631e-06,0.0026226000000000027,-0.003250900000000001,0.005873500000000004,0,-1,-1
